학교,코드 번호,제목,Name,Strategic field,Keywords
RPI,RPI-007,Advanced Waste Management Technologies for Pyroprocessing and Molten-Salt-Reactor (MSR) Waste Streams,Jie Lian,Next-gen Nuclear Power,"Energy & Resources, Energy & Resources, Nuclear Power, Radioactive Waste, Management, Nuclear Power, Nuclear-Based, Advanced Technologies"
RPI,RPI-008,Recombinant production of high-titer retinoic acid from recombinant Yarrowia lipolytica,Mattheos Koffas,Advanced Bio,"Chemicals, BioMedical, Fine Chemicals, Pharmaceutical, Intermediates, Industrial Biotechnology, Microbial and Enzyme, Catalysts"
RPI,RPI-009,Automated Single Pathogen Tracking for Rapid Diagnosis of Antimicrobial Drug Resistance (Infectious Disease),Chris Puleo,Advanced Bio,"Advanced Bio, Advanced Bio, Therapeutic Devices &, Diagnostic Devices, Biosignal, Measurement /, Diagnostic Devices, Medical Bio, Reagents / Diagnostic, Reagents"
RPI,RPI-010,Recombinant Production of Silk Polypeptides and Protein-Based Colorants for Cosmetics and Personal Care Applications,Helen Zha,Advanced Bio,"Bio Medical, Bio Medical, Industrial Biotechnology, Bio-cosmetics / Materials, Bio-Processes / Bio-, Equipment, Bio-engineering, Technologies"
RPI,RPI-011,Tough structural thermosets with microstructure by additive manufacturing,Catalin Picu and Chulsung Bae,Advanced Robotics & Manufacturing,"Chemicals, Polymeric materials, Polymer processing, technologies"
RPI,RPI-012,Manufacturing robust self-healing UV-cured thermoset coatings,Catalin Picu,Advanced Robotics & Manufacturing,"Chemicals, Mechanics/Materials, Fine chemicals, Coatings, Surface treatments, Coating/Method technologies"
RPI,RPI-013,Virtual Manufacturing of Fibrous Materials Structure-Properties Prediction and Interaction with Liquids,Catalin Picu,"Semiconductor/Display, Advanced Robotics & Manufacturing","Chemicals, Fiber products, Non-woven fabric, manufacturing"
RPI,RPI-014,Solvent-and Binder-Free Additive Manufacturing of Lithium-Ion Battery Electrodes,Semih Akin (Principal Investigator),"Secondary Battery, Advanced Robotics & Manufacturing","ElectricalㆍElectronics, ElectricalㆍElectronics, Batteries, Secondary Batteries, Batteries, Battery Materials, ElectricalㆍElectronics, MechanicalㆍMaterials, Batteries, Manufacturing and, Measurement, Plastic, Deformation-Powder, Powder Processing, Technologies"
RPI,RPI-015,Direct Writing of Physically Unclonable Functions for Smart Part Authentication and Cyber-Physical Security,Semih Akin (Principal Investigator),"Cybersecurity, Advanced Robotics & Manufacturing","Information & Communication, Information & Communication, Information Security, Service and application, security, Information Security, Industrial Security and, Convergence Security, Information & Communication, MechanicalㆍMaterials, Information Security, Common Security, Technologies, Plastic, Deformation/, Powder, Powder Processing, Technologies"
RPI,RPI-016,Hydrocarbon-based High-temperature Ion-exchange Membranes for Electrochemical Hydrogen Compressor Application,Sangwoo Lee and Chulsung Bae,Hydrogen,"Energy & Resources, Chemicals, New & Renewable Energy, New & Renewable Energy, Polymeric Materials, Materials for, Energy/Environmental, Industries"
RPI,RPI-017,Decentralized Swarm Intelligence for Resilient Manufacturing,Oshani Seneviratne,"AI, Advanced Robotics & Manufacturing","Advanced Robotics & Manufacturing, Artificial Intelligence, Advanced autonomous, control, Autonomous robots, Industrial use and, innovative AI, Advanced AI modeling /, decision-making, (cognition / judgment /, inference)"
RPI,RPI-018,Neurosymbolic Framework for Explainable Alternative Credit Decisioning,Oshani Seneviratne,"Cybersecurity, AI","Artificial Intelligence, Cybersecurity, Advanced AI, modeling/decision-, making, Safe and reliable AI, Data / AI security, Digital vulnerability, analysis/response"
RPI,RPI-019,Efficient Multi-Agent Planning through Adaptive Reasoning Abstractions,Mohammad Mohammadi Amiri,AI,"Information & Communication, Software, Embedded Software"
RPI,RPI-020,A Memory-Efficient Inference Infrastructure for Large AI Models,Mohammad Mohammadi Amiri,AI,"Information & Communication, Software, Embedded Software"
RPI,RPI-021,Scalable Multi-Agent Guardrail Technology for Safe AI Systems,Mohammad Mohammadi Amiri,AI,"Information & Communication, Software, Embedded Software"
RPI,RPI-022,Embedded Strain and Temperature Sensing in Additively Manufactured Smart Metallic Structures,Johnson Samuel (Principal Investigator),"Advanced Mobility, Next-gen Nuclear Power, Aerospace/Marine, Advanced Robotics & Manufacturing","Mechanical and Materials, Mechanical and Materials, Metal Materials, Structural Materials, Functional Materials, Composite Materials, Materials Processing Technologies, Materials Analysis, Robotics/Automation, Machinery, Measurement/Sensor, Technologies for Automation, Shipbuilding/Marine Systems, Ship Materials/Structural, Technologies, Aerospace Systems, Other Aerospace System, Technologies, Energy and Resources, Knowledge Services, Nuclear Power, Nuclear-Based Advanced, R&D/ Engineering Services, Testing/Inspection/Analysis, Technique"
RPI,RPI-023,"The Digital Circadian Twin Closed-Loop Circadian Regulation Integrating Wearable Biometric Data with Optimal Scheduling of Lighting, Sleep, and Tasks",Anak Agung Julius,Advanced Bio,"Bio/Medical, Knowledge Services, Therapeutic Devices &, Diagnostic Devices, Bio-signal Measurement /, Diagnostic Devices, Human Resource, Competency, Development Services, Brain-Cognition-Based, Human Performance, Enhancement, Technologies"
RPI,RPI-024,Automated Calibration and High-Speed Precision Motion Programming for Multi-Robot Manufacturing Cells,Agung Julius and John Wen,Advanced Robotics & Manufacturing,"Mechanical and Materials, Mechanical and Materials, Robotics/Automation, Machinery, Robot Control and, Intelligence Technologies, Robotics/Automation, Machinery, Robot Vision and, Production Automation, Technologies"
RPI,RPI-025,Interpretable AI Modeling and Decision-Making Software for Time-Series and Multi-Modal Data,Agung Julius,AI,"Information and Communication, Knowledge Services, Software, Software solutions, R&D/Engineering, Services, Production Management, / Quantitative, Analysis Techniques"
RPI,RPI-026,VeriGraphRAG Verifiable and Reliable Enterprise Retrieval-Augmented Generation with Graph-Based Evidence and Risk Controls,Yao Ma,None,"Information and Communication, Knowledge Services, Software, Internet SW, Added, Value/After-Sales, Services, Culture,, Medical,, and, Environmental, based, Knowledge, Representation/, Intelligent, Convergence, Technologies"
RPI,RPI-027,CRISPR-Driven Paper-based Diagnostic Platform for Genetic and Epigenetic Biomarker Detection,Jonathan S. Dordick,Advanced Bio,"Bio-Medical, Bio-Medical, Medical Bio, Reagents / Diagnostic Agents, Therapeutic Devices, & Diagnostic Devices, Bio-signal Measurement /, Diagnostic Devices"
RPI,RPI-028,Development of Broad-Spectrum Lytic Enzymes for Universal Bacterial and Mycoplasma Lysis and Their Mass Production via Yeast Expression Systems,Jonathan S. Dordick and,Advanced Bio,"Bio Medical, Bio Medical, Industrial Biotechnology, Microbial and Enzyme, Catalysis, Bio-Processes/Bio-, Equipment, Bio-Engineering, Technologies"
RPI,RPI-029,Targeted Elimination of the Causative Agents of Body Malodor and Acne using Lytic Enzymes,Jonathan S. Dordick,Advanced Bio,"Bio-Medical, Bio-Medical, Industrial, Biotechnology, Bio-Cosmetics / Materials, Medical Bio, Enzyme Pharmaceuticals"
RPI,RPI-030,Development of a scalable enzymatic method for the production of USP heparin and low molecular weight heparin (LMWH) from bovine intestinal heparin,Jonathan S. Dordick,Advanced Bio,"Bio Medical, Bio Medical, Medical Bio, Other Biopharmaceuticals Industrial Biotechnology Functional Biomaterials"
RPI,RPI-031,ZnO Nanomembrane Pyroelectric Pixels for Mid-Infrared (3-5 μm) Sensing,Jian Shi,Semiconductor/Display,"Electrical/Electronic, Electrical/Electronic, Electrical and Electronic, Components, Sensor components, Semiconductor Devices, and Systems, Sensor element"
RPI,RPI-032,Operationally flexible (80–150 °C) high temperature proton exchange membrane fuel cells (HT-PEMFCs) with no external humidification,Chulsung Bae,Hydrogen,"Energy & Resources, Chemicals, New/renewable energy, Fuel cell – PEMFC, High polymer materials, Material technology for, energy, and, environmental, industry, purpose"
RPI,RPI-033,HEV‑Activated Photochromic Dyes and Optical Film with Rapid Indoor Fade‑Back for Display,Chulsung Bae,Semiconductor/Display,"Chemicals, Electrical & Electronics, Fine Chemicals, Dyes/Pigments & Intermediates, Display, Display Components and Materials"
RPI,RPI-034,Polyurethane Dry‑Lamination Adhesive for Li‑Ion Battery Pouch Films,Chulsung Bae,Secondary Battery,"Electrical / Electronics, Chemicals, Batteries, Secondary Batteries, Fine Chemicals, Adhesives / Sealants"
RPI,RPI-035,Water-processable Elastic Ionic Polymer Binder for Li‑ion Battery,Chulsung Bae,Secondary Battery,"Electrical & Electronics, Chemicals, Batteries, Battery materials, High polymer materials, Material technology for, energy, and, environmental, industry, purpose"
RPI,RPI-036,Electrochemical Recycling of Lithium-Ion Batteries via Advanced Ion-Exchange and Bipolar Membrane Electrodialysis,Chulsung Bae,Secondary Battery,"Electrical and Electronics, Mechanical – Materials, Batteries, Secondary Batteries, Clean Production, Resource Recycling, Technologies"
RPI,RPI-037,High-Performance Solid-State Polymer Electrolytes for Lithium–Sulfur Batteries,Chulsung Bae,Secondary Battery,"Electrical and Electronics, Electrical and Electronics, Batteries, Secondary Batteries, Batteries, Battery Materials"
RPI,RPI-038,Durable Anion Exchange Polymer Membrane and Ionomer Binder for Iridium-Free AEM Water Electrolyzers,Chulsung Bae,Hydrogen,"Energy & Resources, Chemicals, New/renewable energy, Hydrogen-, manufacturing, High polymer materials, Material technology for, energy, and, environmental, industry, purpose"
RPI,RPI-039,Development of Hydrocarbon Proton Exchange Ionomers with Tunable Gas Permeability and Enhanced Processability for PEM Water Electrolyzers,Chulsung Bae,Hydrogen,"Energy & Resources, Chemicals, New/renewable energy, Hydrogen-, manufacturing, High polymer materials, Material technology for, energy, and, environmental, industry, purpose"
RPI,RPI-040,Development of Glyco-Engineered Universal T Cells using a 3D Tumor Organoid and Spheroid Pillar ArrayWell Platform,Jonathan Dordick,Advanced Bio,"BioㆍMedical, BioㆍMedical, Medical Bio, Cell and Tissue Therapeutics, Bio-processes /, Bio-Equipment, Bio-Analytical Instruments"
RPI,RPI-041,"Smart, Cool, and Connected IoT Systems for Advanced Zero-Carbon Cooling",Sandipan Mishra,AI,"Mechanical ㆍMaterials, Electrical ㆍElectronics, Energy/, Environment, Mechanical, Systems, Energy/Environmental, Control Equipment, Home Appliances and, Electronic Application, Devices, Air Conditioning and, Heating Machines"
RPI,RPI-042,Seamless Private cellular and wi-fi IntegratioN for Enterprises (SPINE),Koushik Kar,"Advanced Mobility, Next-gen Communication","Information & Communication, Information & Communication, Mobile Communication Mobile Communication, Systems, Software, Internet SW"
RPI,RPI-043,Multi-Modal Time-Series Diagnostics for Metal Additive Manufacturing,Fotios Kopsaftopoulos,"AI, Advanced Robotics & Manufacturing","Mechanical and Materials, Mechanical and Materials, Metal Materials, Materials Analysis/Evaluation, Technologies, Robotics/Automation, Machinery, Measurement/Sensor, Technologies for Automation"
RPI,RPI-044,AeroSense Bi-Static ISAC for Drone Detection and Tracking using MIMO-RIC Enabled Open-RAN and Private 5G Networks,Ish Kumar Jain,Next-gen Communication,"Information & Communication, Information & Communication, Mobile, Communication, Mobile Communication, Services, ICT Modules and, Components, Mobile Communication, Modules and, Components"
RPI,RPI-045,FuSaGuard ML-Enabled Mission-Mode Functional Safety for ADAS Compute SoCs,Kanad Basu (Principal Investigator),"Advanced Mobility, Cybersecurity","Information & Communication, Electrical and Electronics, Information Security, Service and application, security, Home Appliances and, Electronic Application, Devices, Other Home Appliances, and Electronic, Application Devices"
